Age,Income,Credit_Score,Loan_Amount,Approved
32,104535,510,141900,0
50,62589,751,894815,1
24,182318,357,519574,0
51,99167,354,271964,0
55,163406,486,856097,0
56,44972,316,746265,0
30,114920,467,597414,0
53,85470,803,512423,1
34,43592,521,412060,0
38,88609,760,276361,1
44,23412,708,681992,0
36,81045,803,63541,1
36,31512,674,593044,1
37,160746,571,513302,0
51,181383,409,927226,0
62,64203,746,664209,1
59,149268,783,523992,1
65,131456,562,264604,0
30,139132,316,115377,0
23,38555,507,779307,0
48,179411,608,485648,0
29,118312,756,195531,1
47,62422,707,985293,1
51,160414,738,237516,1
63,89801,389,563839,0
49,161102,489,168835,0
47,31554,300,965071,0
60,197774,762,655208,1
56,179522,374,567013,0
57,106395,585,825991,0
63,36215,531,892637,0
24,139544,568,187959,0
64,19358,705,732117,0
31,139589,725,713038,1
61,76258,304,746093,0
53,24436,689,932520,0
47,182058,600,40162,0
33,192527,720,840840,1
53,134093,650,79690,0
29,59867,573,848920,0
60,93505,550,175589,0
28,49755,827,543748,1
32,25175,473,630013,0
59,92036,560,24582,0
36,81094,818,781582,1
37,99444,567,640832,0
33,133261,347,671948,0
65,181256,352,781256,0
64,156249,324,924881,0
49,17535,627,692432,0
48,172631,313,561457,0
26,61558,496,852848,0
57,130748,308,869024,0
28,40284,798,36711,1
63,108529,508,927796,0
32,12214,373,717291,0
30,174716,667,381413,1
35,189849,676,972009,1
44,13310,576,118181,0
24,68886,718,122631,1
28,114537,604,781526,0
54,168864,301,776755,0
52,32203,622,8790,0
49,166613,323,792937,0
56,182614,662,818224,1
49,172671,494,976362,0
39,68050,800,210281,1
56,54877,411,538623,0
62,191473,323,91746,0
31,124187,361,463174,0
56,74787,741,282508,1
62,136026,576,984963,0
30,178233,738,809094,1
25,173827,418,251936,0
27,174383,440,618592,0
44,176644,673,344503,1
37,73625,422,909212,0
43,139245,381,215209,0
47,148757,482,197225,0
50,127272,843,501864,1
49,67146,655,848482,1
39,56393,709,567933,1
23,130499,628,847109,0
53,127947,572,375367,0
59,85292,752,238358,1
61,193294,441,195022,0
35,171890,794,501686,1
39,31860,433,135877,0
35,101198,541,506014,0
59,39913,822,141345,1
28,60527,388,900888,0
60,199694,326,656197,0
21,183760,834,958992,1
25,87771,559,97166,0
32,145604,724,985342,1
39,58229,573,847813,0
47,155378,676,77872,1
58,81377,454,638729,0
46,66798,701,630192,1
62,38013,688,483189,1
46,55212,838,558407,1
48,160635,365,823426,0
41,171905,517,143966,0
65,62011,303,195526,0
24,92992,618,739965,0
62,122929,651,47943,1
31,95934,560,967477,0
24,141276,694,833108,1
60,117486,724,812041,1
53,101393,589,580178,0
39,47401,679,8790,1
59,12048,671,487579,0
51,177656,809,950291,1
31,196651,316,284653,0
54,24813,694,367028,0
45,168486,666,909692,1
36,120333,608,435241,0
47,81579,741,116438,1
35,133311,653,573747,1
57,198146,472,768877,0
46,97793,444,235661,0
51,33510,796,292839,1
25,43050,565,428285,0
31,139298,697,636960,1
28,197583,483,471916,0
32,47137,410,467443,0
62,29005,703,245662,0
32,107057,705,769544,1
35,100852,651,641648,1
50,198627,405,238099,0
52,55320,513,544679,0
30,11185,371,285974,0
27,170539,382,336177,0
40,11257,307,324314,0
27,12485,602,404594,0
59,30248,350,817413,0
39,55352,790,165104,1
29,117474,820,466912,1
50,73343,621,205106,0
47,45089,515,10339,0
49,198222,357,449122,0
24,77450,544,300325,0
29,146610,706,261834,1
63,197343,651,888957,1
37,109485,784,389942,1
25,74959,710,503362,1
53,167429,329,500733,0
64,193962,848,461824,1
24,76817,818,739316,1
59,54370,433,841464,0
57,146357,772,895690,1
33,142400,710,683145,1
36,46719,730,756622,1
59,87649,412,697674,0
62,57620,608,812565,0
24,194853,444,877020,0
59,90814,402,82642,0
50,120319,640,921777,0
34,61713,328,865548,0
57,77593,472,22277,0
49,63814,498,33701,0
30,112398,648,117882,0
37,184452,810,476658,1
63,52577,836,549030,1
62,105827,560,192000,0
53,143005,809,945200,1
41,119887,642,332362,0
38,11049,636,338517,0
36,98076,581,374559,0
64,167219,434,553348,0
46,153248,653,359687,1
59,156528,631,101786,0
57,179779,410,137906,0
42,49070,395,594210,0
63,42145,366,396693,0
30,133866,628,158002,0
44,177589,488,171839,0
41,54987,813,491355,1
23,125183,745,433099,1
58,192381,615,877383,0
31,158825,381,477066,0
52,181146,406,894425,0
52,134013,693,58957,1
49,171507,380,253123,0
63,105836,466,957152,0
51,17914,514,667786,0
50,197197,573,934518,0
43,183885,617,398766,0
56,164999,333,817617,0
44,66794,396,219339,0
47,191594,625,743445,0
40,129907,360,671339,0
62,121583,815,772620,1
42,147134,366,207285,0
30,22302,778,12747,0
35,36615,838,308040,1
64,193252,783,452065,1
51,55272,755,433629,1
28,42318,505,31103,0
57,161181,374,598918,0
60,120132,406,892087,0
47,87612,595,221117,0
36,49616,332,84768,0
55,139585,842,849522,1
62,83140,469,124437,0
27,138366,366,909459,0
24,63846,772,260698,1
31,44701,481,584202,0
58,134642,525,206290,0
51,14709,615,164008,0
36,46627,739,931681,1
60,137534,451,561148,0
42,138816,636,323699,0
24,149612,814,278149,1
50,41663,516,80984,0
55,186215,837,380509,1
37,105532,712,562652,1
53,92129,511,132804,0
36,125407,651,887517,1
50,176941,334,316802,0
25,117561,562,569313,0
21,181110,654,63332,1
41,63336,461,294183,0
39,150927,768,115910,1
25,112953,481,716600,0
27,40718,375,490217,0
60,140697,420,358629,0
50,22595,388,472619,0
28,39116,351,860449,0
23,179920,487,541098,0
23,14662,592,486017,0
46,102992,803,312269,1
49,22804,544,614353,0
46,170606,639,878752,0
38,151567,561,710463,0
42,157219,764,464115,1
53,117556,757,423915,1
21,59489,456,972101,0
32,132786,748,174144,1
26,107122,447,129103,0
29,29948,321,903091,0
47,38045,674,98262,1
32,190732,739,343812,1
43,66744,542,950940,0
36,89036,763,688388,1
22,155950,473,760769,0
35,141049,491,437371,0
31,153828,430,158628,0
27,64185,793,613398,1
64,153722,777,266358,1
55,16045,751,864714,0
29,111133,828,924602,1
36,50225,729,702958,1
58,20373,779,186232,0
64,159742,417,296815,0
54,184430,376,772928,0
46,83540,417,937010,0
21,106990,620,258144,0
43,94706,538,844299,0
39,182874,515,579949,0
48,46196,532,318544,0
21,160008,647,132065,0
57,62295,669,195737,1
41,130564,534,188846,0
47,124387,318,269472,0
27,172898,370,17339,0
50,146104,674,582881,1
59,135925,310,195921,0
63,94615,350,292069,0
58,113644,703,994634,1
47,48003,442,695673,0
43,158082,807,776654,1
48,15414,836,837362,0
52,176507,342,452069,0
57,183333,557,282329,0
62,119753,751,102119,1
43,148404,769,90507,1
59,124215,704,421695,1
60,98707,383,87720,0
29,169096,367,781934,0
39,171567,811,816972,1
64,51782,795,854571,1
27,125068,798,112807,1
40,26390,678,117341,0
48,11080,365,818958,0
56,14175,694,878892,0
29,134197,793,913417,1
60,24503,566,180723,0
42,110141,553,87608,0
65,120353,730,431669,1
54,130597,300,469762,0
61,193962,530,342606,0
31,64338,509,87354,0
47,11017,704,998469,0
23,10109,491,49521,0
29,41789,351,578664,0
59,194982,742,557549,1
51,191348,438,147933,0
43,59009,751,18033,1
53,69007,418,841527,0
43,192633,769,360786,1
58,26257,391,306620,0
46,196752,688,892054,1
48,34311,707,452761,1
44,172872,678,70162,1
61,116783,753,28292,1
58,172053,662,999854,1
23,117785,826,551640,1
24,197866,595,653707,0
40,94230,832,65656,1
54,32461,378,118952,0
26,157572,647,562777,0
30,173958,658,74072,1
47,149907,801,454160,1
48,115644,354,279341,0
63,92364,729,806033,1
46,71569,388,329750,0
38,113281,322,653109,0
45,114396,422,509866,0
52,103375,544,498793,0
39,165646,615,980976,0
24,45538,658,455977,1
55,89892,762,420873,1
29,146733,683,513679,1
24,100879,487,153194,0
26,62892,453,386489,0
58,55565,470,67446,0
45,37290,314,645237,0
36,89083,407,452738,0
32,163831,673,736010,1
41,147337,663,792949,1
31,175623,454,117342,0
65,166101,406,775569,0
43,71471,710,695168,1
53,132392,724,232071,1
61,173622,425,42902,0
28,10715,716,464359,0
62,75370,637,143395,0
56,162159,643,564187,0
35,149969,507,595868,0
44,54743,693,116572,1
26,34153,501,880132,0
27,31470,561,61181,0
37,79376,310,562201,0
54,161155,315,905935,0
21,70203,506,388925,0
44,111287,841,642815,1
47,166439,377,935968,0
57,47870,775,194665,1
63,116083,421,64313,0
65,55682,331,927276,0
37,18724,682,856893,0
49,144047,327,691737,0
29,79068,352,759319,0
31,184087,786,690390,1
21,85121,661,120751,1
42,175599,791,666300,1
57,28298,701,488858,0
65,153940,679,217184,1
48,154734,657,20318,1
28,15444,492,245290,0
59,122111,431,845461,0
52,90083,780,705935,1
23,129741,468,431690,0
49,139215,604,64687,0
41,96642,458,300989,0
35,125953,426,917133,0
61,167429,301,165235,0
50,109100,479,439963,0
53,104717,374,751972,0
28,57806,391,967290,0
33,140187,629,513757,0
37,87983,453,625457,0
49,35769,444,932977,0
57,34031,458,964317,0
33,115980,783,601019,1
27,101287,305,895067,0
51,112823,494,483623,0
63,147126,505,44629,0
48,14052,367,302917,0
23,55793,468,298464,0
54,157399,395,767079,0
27,71911,565,988255,0
53,192124,448,265035,0
39,161110,809,393947,1
64,115378,730,90513,1
58,58586,713,397156,1
41,149205,532,692000,0
44,86805,422,410547,0
56,61034,503,742797,0
59,37745,503,420035,0
26,186965,336,787948,0
41,68141,330,348416,0
23,138094,563,38056,0
47,43195,326,431305,0
43,199880,334,960356,0
54,74989,747,910549,1
40,130151,491,105174,0
37,125084,476,138594,0
33,199658,792,922775,1
44,188136,526,970703,0
24,146769,549,823411,0
39,177135,466,824530,0
29,129681,776,556212,1
43,190155,454,909593,0
60,115635,612,395183,0
34,65279,768,98200,1
60,170864,510,478596,0
58,39070,434,724869,0
50,14684,798,367110,0
27,184227,759,527402,1
40,105913,607,379064,0
30,158581,437,509010,0
38,92531,337,625869,0
33,43086,603,990021,0
53,188920,629,937182,0
35,179335,805,667769,1
58,111303,601,353604,0
53,119025,529,429540,0
53,81326,582,204727,0
22,171290,612,18577,0
50,35458,841,438017,1
23,63810,419,911240,0
60,114791,541,397736,0
54,149025,434,37402,0
59,29377,374,688381,0
36,80904,441,143062,0
54,19479,438,262902,0
24,158400,346,573334,0
33,121196,719,184625,1
41,122877,621,913598,0
50,61336,832,490051,1
24,61328,546,55667,0
50,166152,643,659400,0
23,47246,513,570940,0
34,17878,456,86644,0
32,67082,609,216848,0
27,196873,504,971311,0
52,98238,745,44216,1
27,168307,421,875412,0
42,119502,531,16480,0
65,50920,546,97135,0
54,100249,373,16672,0
45,35164,725,457012,1
36,146538,364,799791,0
41,199977,517,819172,0
36,10409,659,116210,0
27,10778,432,941034,0
57,91498,624,643469,0
42,165455,712,903521,1
44,174820,493,141735,0
34,137927,343,161444,0
36,136402,757,757883,1
28,35391,357,925502,0
40,44137,841,485632,1
64,179186,339,169367,0
58,59472,664,994678,1
22,50840,660,618769,1
36,115506,703,98760,1
43,101753,383,872862,0
59,74733,382,878276,0
42,109773,313,497334,0
58,99930,376,44274,0
41,127032,652,207499,1
50,164350,609,703150,0
30,168991,495,216798,0
52,175865,741,639549,1
25,131824,550,667016,0
62,120544,321,569555,0
58,41910,516,967817,0
58,82354,692,272466,1
51,128769,604,374977,0
39,122818,483,169707,0
32,147747,679,194950,1
21,147146,495,296973,0
54,105284,433,700744,0
34,20066,617,359892,0
26,125972,630,881909,0
34,111006,666,695201,1
35,34968,399,50389,0
28,118441,729,939478,1
52,41712,542,286262,0
43,115952,506,390537,0
46,82414,602,167401,0
51,43683,721,469746,1
61,43342,377,413632,0
39,90799,702,462355,1
44,125487,581,127993,0
57,143672,740,726489,1
44,176008,496,915956,0
62,39065,624,284176,0
34,24392,549,444069,0
25,168469,434,73935,0
32,81937,483,739424,0
59,116982,379,474181,0
63,176928,562,892451,0
48,98121,641,406149,0
21,68534,497,572987,0
54,170807,400,644935,0
65,14505,849,16104,0
40,172118,453,550281,0
40,84683,433,948480,0
63,109208,322,726451,0
54,69332,721,475927,1
40,192431,493,361740,0
54,69406,755,524974,1
48,32137,330,742640,0
23,133254,555,65562,0
50,144410,591,527001,0
52,69688,550,473841,0
42,112347,516,643407,0
24,189546,847,358103,1
48,194547,767,740255,1
53,78392,606,949515,0
44,118631,326,275516,0
44,183854,725,556898,1
26,43784,656,581295,1
32,161959,708,879871,1
55,98694,738,323711,1
63,197114,532,456278,0
57,170554,363,240588,0
52,136717,513,660468,0
55,110306,483,74950,0
53,199688,458,298613,0
32,147257,843,677876,1
62,27578,585,475063,0
24,177519,552,839673,0
48,180576,404,415056,0
28,15085,760,746813,0
60,99146,799,829224,1
60,88440,553,731463,0
45,37056,816,445491,1
59,179779,790,833451,1
53,195131,830,602329,1
51,104514,448,127021,0
60,107018,642,433248,0
36,199540,332,817358,0
42,110812,417,531063,0
28,18680,639,943806,0
47,142738,455,603400,0
64,119247,790,634704,1
35,62475,464,387560,0
21,187633,639,736932,0
61,22860,588,711345,0
25,42635,717,938386,1
45,36938,469,220029,0
44,132048,643,63537,0
34,198435,817,303579,1
30,40128,821,67970,1
21,35095,582,470806,0
28,155418,540,859312,0
30,68045,795,415198,1
57,151093,706,891975,1
21,154183,539,478787,0
22,197311,326,92384,0
42,146007,590,821996,0
55,87651,632,585246,0
38,192912,608,899188,0
43,10734,664,34454,0
40,67482,632,720110,0
57,36034,406,805419,0
52,183952,774,560366,1
57,115586,369,33686,0
44,199452,418,79097,0
32,29547,581,721795,0
27,185877,570,347802,0
52,135631,436,565852,0
49,37113,584,582495,0
64,165133,815,924830,1
29,183246,816,60034,1
53,159706,507,190822,0
35,41657,735,214539,1
25,177067,777,664225,1
36,70320,536,225794,0
33,119918,699,514435,1
37,110476,780,133321,1
27,49161,821,123669,1
58,69031,729,597064,1
40,89685,728,703072,1
58,145335,785,406853,1
65,165244,772,575145,1
51,50770,447,340190,0
45,81925,619,387253,0
32,198902,690,75228,1
31,46819,617,221601,0
58,159838,672,420075,1
43,175879,337,417085,0
43,71055,639,944702,0
60,48104,551,625806,0
39,36703,759,228561,1
59,13131,502,234006,0
60,165464,555,924803,0
40,172896,586,705813,0
21,181341,600,291330,0
40,58131,730,551395,1
57,122127,517,753304,0
34,49520,551,345892,0
46,146353,492,393161,0
65,141456,828,16421,1
53,22916,792,423185,0
54,20642,634,436553,0
60,181342,394,976275,0
50,53765,605,334298,0
30,170689,715,429476,1
42,188811,705,532410,1
50,82958,736,727934,1
48,75189,618,566083,0
62,68827,649,929074,0
46,61725,755,132071,1
55,81147,684,636173,1
22,22242,379,771065,0
62,162127,438,282199,0
47,174882,631,274217,0
45,65055,590,20225,0
46,16314,391,138099,0
39,67691,738,215621,1
60,119190,419,226407,0
26,183645,528,148207,0
63,31480,744,210797,1
21,132255,522,341070,0
45,95499,735,456381,1
44,71072,784,923988,1
27,110312,380,210917,0
42,186677,504,588955,0
53,85141,450,424489,0
24,57347,682,408543,1
62,193604,440,219442,0
57,86607,432,644538,0
64,146199,371,82614,0
35,19036,821,641004,0
63,11852,436,694349,0
31,87352,534,954821,0
59,162970,368,877991,0
51,183844,693,924577,1
33,185417,320,776864,0
40,103207,619,524379,0
47,184459,418,632803,0
52,197207,519,93607,0
59,142212,592,660141,0
54,62821,468,480411,0
39,91812,652,123668,1
40,68720,511,327143,0
34,101224,597,757951,0
61,42185,831,523047,1
43,130682,813,351760,1
29,74215,759,447791,1
47,163770,465,582657,0
40,64290,629,88942,0
60,126448,597,738953,0
52,168896,848,747816,1
23,101216,812,143589,1
29,104720,506,138118,0
21,120339,835,149744,1
30,33509,529,609330,0
39,161662,762,633897,1
64,28079,510,715524,0
32,47253,838,633632,1
51,144750,850,770744,1
32,129625,845,724523,1
57,80582,472,843900,0
33,122074,355,90696,0
54,30488,584,234559,0
57,78876,394,660905,0
55,177895,367,132838,0
64,116545,705,571192,1
47,41259,492,491002,0
43,183867,534,478250,0
50,181548,640,194381,0
35,114375,523,617915,0
49,148115,486,443396,0
31,174601,664,136544,1
22,178546,789,863550,1
46,17015,334,776785,0
37,144560,839,815942,1
58,132401,333,784824,0
64,54147,739,592370,1
52,162426,808,502060,1
60,101582,373,364344,0
30,189872,483,672103,0
56,46888,492,894631,0
61,31970,485,913476,0
55,34476,755,372241,1
47,131776,743,484774,1
22,138838,334,602880,0
43,72488,665,368345,1
39,65744,722,474422,1
29,78019,408,696367,0
26,185896,676,834987,1
61,158365,491,902306,0
60,163011,822,617884,1
48,139054,756,13789,1
37,156497,387,140694,0
46,64461,832,877198,1
26,185246,601,264358,0
27,56755,362,41610,0
26,128750,543,460905,0
48,76621,407,894345,0
61,147172,745,500338,1
63,152654,793,569001,1
56,30825,841,528335,1
32,98629,779,715132,1
35,144961,571,792004,0
64,74837,734,731949,1
49,128109,413,259352,0
31,176281,388,342417,0
52,116197,633,358433,0
55,190019,740,411980,1
31,181361,474,34419,0
36,109871,564,420582,0
35,177821,682,253070,1
50,172912,474,714100,0
37,123237,327,213425,0
61,158429,310,577010,0
22,57670,419,295838,0
41,64989,319,944173,0
51,13487,654,799495,0
33,118622,607,757309,0
25,86451,451,637911,0
28,11499,518,899742,0
56,193293,729,492089,1
25,21046,589,781255,0
28,36883,691,996978,1
48,34794,836,508950,1
25,90710,713,424698,1
32,52551,652,521210,1
34,111612,530,241703,0
62,125372,403,14716,0
53,73716,480,561571,0
56,129398,366,106028,0
55,68166,826,901252,1
55,12608,555,619811,0
23,159251,357,948627,0
39,143855,517,869031,0
41,90120,355,805737,0
23,67741,658,421891,1
21,71860,715,824966,1
28,58692,568,611493,0
46,160063,706,623140,1
34,167121,840,710007,1
45,100492,673,711965,1
52,31593,779,903509,1
40,188003,715,749008,1
42,75875,586,912814,0
27,198574,432,505212,0
35,29459,310,485979,0
40,83152,583,32195,0
38,27296,769,456584,0
21,44320,498,303710,0
25,194695,319,679475,0
60,126520,416,255639,0
62,70378,781,304840,1
47,21909,812,773309,0
31,45008,347,647178,0
42,24444,821,472896,0
53,21868,325,757331,0
33,30493,404,998008,0
24,87081,819,809305,1
52,92188,528,963979,0
26,121934,754,312797,1
46,120890,676,379978,1
39,94895,505,203753,0
28,64034,405,104581,0
25,83140,839,426041,1
60,59451,535,109349,0
46,127183,796,334235,1
49,142112,703,146970,1
27,10495,649,636923,0
27,119765,626,731048,0
30,63782,731,448465,1
28,65074,775,240995,1
32,163970,633,429871,0
64,15031,442,721364,0
38,101901,667,240836,1
25,157185,774,541206,1
38,56974,479,38944,0
32,80946,702,470883,1
53,117963,319,593253,0
43,95612,645,667439,0
40,90390,459,986952,0
32,53951,367,566974,0
52,34505,708,174772,1
26,160212,831,624362,1
56,31075,560,497877,0
33,75293,455,823920,0
60,180442,649,941855,0
35,104677,635,827499,0
25,38747,301,213341,0
51,96812,524,537292,0
48,157133,371,294327,0
64,37041,722,381948,1
51,29869,606,822018,0
51,10048,349,431060,0
38,193335,840,995938,1
46,58428,547,404412,0
58,74179,709,694178,1
32,45620,314,497088,0
64,183944,678,518049,1
29,135941,338,874144,0
50,13915,356,580312,0
23,112444,715,324471,1
34,58097,713,768866,1
44,166636,819,183663,1
56,177370,769,818448,1
44,109529,359,467728,0
41,49835,675,303889,1
53,186252,508,308114,0
58,59449,308,463671,0
47,118668,596,95268,0
40,84578,325,573973,0
39,26321,434,555462,0
36,160112,738,875376,1
62,188659,498,68651,0
27,12357,517,448181,0
57,19546,504,173798,0
57,102015,808,826258,1
37,55295,314,95401,0
26,98690,464,830511,0
33,105088,421,740996,0
51,188717,712,384676,1
23,150858,368,349169,0
41,74192,701,815496,1
49,172387,612,80450,0
26,198720,838,921697,1
27,35693,728,463652,1
25,32615,672,538912,1
47,63816,653,446172,1
62,109626,775,451722,1
25,112644,615,356343,0
26,156687,372,883470,0
47,84104,726,76433,1
30,28275,812,891896,0
64,195370,304,148183,0
21,127034,523,95733,0
62,45793,382,663074,0
29,187810,808,78757,1
61,98801,787,110352,1
56,172100,674,655040,1
39,164023,482,234710,0
43,104722,573,928089,0
38,83960,609,72564,0
59,174601,773,563971,1
25,107468,336,503031,0
50,35559,729,326890,1
