StudyHours,SleepHours,Attendance(%),Age,ExamScore
5.72,6.79,77,15,73.35
2.71,6.14,67,21,59.42
3.84,5.13,79,24,65.4
2.01,10.0,54,16,53.65
4.85,8.49,85,17,75.53
3.81,7.25,62,16,60.6
1.37,4.87,86,24,47.57
0.67,4.72,97,23,60.05
0.08,9.51,82,24,46.94
3.38,9.42,56,15,63.08
4.14,7.41,92,20,66.0
4.3,5.79,79,20,66.64
2.76,6.18,96,19,71.88
0.69,5.7,74,18,53.53
1.64,10.0,98,23,69.53
5.3,6.69,62,19,67.87
2.03,8.22,60,19,49.97
3.29,8.43,60,24,52.32
0.85,5.07,73,18,40.09
3.67,7.12,52,23,57.09
2.08,6.58,88,19,62.16
5.09,8.93,70,23,68.39
4.55,7.9,77,18,66.19
2.01,6.92,70,16,53.93
2.75,7.22,61,17,50.11
1.9,5.97,81,16,53.35
0.16,5.58,59,15,37.03
1.29,5.87,70,21,49.37
3.4,7.74,74,18,59.83
3.65,8.38,90,17,76.55
3.3,7.95,69,19,61.11
2.4,4.65,56,21,44.87
4.87,7.49,51,18,61.92
3.13,7.92,78,18,68.47
4.41,9.56,93,24,80.49
0.0,5.0,85,23,42.63
0.0,8.61,75,22,48.05
3.57,9.39,85,16,66.14
0.15,5.36,51,19,32.6
2.58,7.98,88,19,61.89
2.4,4.46,92,17,54.8
6.17,6.96,89,18,80.38
3.8,5.44,79,22,67.87
3.33,8.02,60,22,53.57
4.67,6.93,76,18,67.32
3.74,6.48,55,24,65.14
2.08,7.92,66,21,53.1
5.14,5.72,98,21,74.48
0.78,7.03,54,19,46.29
3.65,8.04,93,23,74.15
0.0,6.5,94,22,44.46
3.41,7.2,84,20,77.91
3.39,6.62,63,23,50.54
6.35,9.15,76,17,74.32
0.0,9.12,91,17,55.42
1.8,6.88,63,20,53.3
4.65,6.82,60,24,64.76
3.67,5.48,74,20,59.5
3.36,10.0,51,18,51.53
1.09,8.17,87,22,50.48
1.82,8.35,74,23,56.35
5.49,9.14,67,23,73.98
2.9,6.93,94,24,68.56
3.75,6.6,99,18,69.11
2.77,9.24,83,20,68.16
0.63,6.19,74,23,47.88
4.87,6.73,97,24,64.13
4.01,7.47,54,23,59.72
7.61,5.38,90,16,86.57
0.97,8.2,81,15,52.95
4.65,7.82,92,23,71.68
0.38,6.19,76,15,35.04
3.31,8.75,89,17,69.35
4.95,5.24,85,17,66.66
0.0,6.45,56,17,30.66
2.59,9.24,70,21,54.15
1.87,6.8,62,16,44.69
1.6,4.78,88,15,57.83
3.77,7.36,61,20,52.56
5.24,6.58,56,16,63.51
2.73,7.79,65,19,54.67
3.41,8.64,66,24,62.96
3.23,6.9,75,18,57.42
3.0,4.0,71,23,43.06
0.82,7.84,60,18,39.89
5.22,5.49,96,21,81.47
3.59,7.76,100,18,71.26
3.79,8.3,89,22,66.72
1.39,8.59,50,15,53.52
2.08,8.27,70,20,51.41
2.65,6.54,96,17,69.41
0.0,6.82,72,22,38.19
0.0,7.64,61,17,45.87
1.8,8.22,57,19,54.38
4.05,5.52,58,22,53.17
1.69,8.38,92,20,60.88
0.96,4.28,96,19,52.83
1.37,4.0,100,21,45.47
2.09,4.52,81,17,49.84
2.29,7.78,61,16,48.49
7.33,7.93,87,19,89.5
5.11,7.3,53,24,65.84
5.05,6.15,97,19,79.07
5.34,7.71,82,18,77.62
1.0,5.99,97,20,49.11
0.56,6.51,100,17,52.29
0.79,5.75,56,22,35.63
5.67,7.97,50,24,60.43
1.91,6.13,70,21,51.58
0.5,7.58,98,22,58.94
2.14,7.13,61,19,49.17
2.52,9.4,73,18,61.41
3.54,7.1,88,15,72.63
3.5,8.87,92,18,73.54
1.34,8.21,99,20,67.96
4.37,5.32,98,18,66.87
1.72,6.17,91,23,58.11
2.69,6.59,100,21,66.4
4.37,7.82,90,24,67.18
1.72,8.16,57,22,48.32
1.86,7.98,51,21,47.99
4.18,5.81,99,18,71.16
1.28,6.97,70,19,48.12
2.23,6.37,62,17,51.36
4.11,7.55,85,20,67.83
7.11,4.56,65,23,69.37
4.21,6.96,84,24,69.86
3.95,4.36,97,17,63.59
4.06,5.37,56,17,41.31
0.85,9.45,70,17,53.9
3.23,9.54,74,24,60.37
2.94,6.02,77,15,59.37
3.64,7.74,82,21,73.62
3.23,7.72,65,15,52.34
3.76,9.05,54,15,58.45
2.38,7.37,99,17,72.34
3.12,5.43,70,23,50.75
0.54,5.77,79,23,49.84
2.36,7.59,92,17,63.03
5.78,4.26,66,21,62.36
3.64,4.43,83,18,62.0
2.96,8.27,51,17,55.75
6.79,10.0,81,15,89.19
0.28,6.06,93,22,61.05
0.78,6.76,65,20,43.33
6.43,6.88,87,15,83.81
3.09,7.37,52,18,49.17
2.51,5.72,53,23,41.68
0.6,6.85,53,18,32.79
3.9,8.2,73,24,72.14
4.09,6.13,90,15,70.33
0.81,7.02,63,24,44.13
2.72,8.55,73,19,62.85
2.33,6.95,56,20,43.91
3.51,4.7,100,24,61.9
0.76,4.0,80,18,43.32
5.5,5.29,81,24,73.08
4.83,8.77,63,22,68.54
2.27,6.61,56,19,43.94
2.57,7.52,100,15,68.34
2.73,8.94,82,16,64.74
1.44,5.13,80,22,51.98
2.11,10.0,76,24,65.57
2.46,6.84,55,19,51.3
6.23,7.8,56,24,62.21
4.89,5.94,67,15,64.0
4.87,5.55,75,20,52.09
3.74,7.04,63,24,59.84
0.77,6.08,100,23,63.43
2.92,7.14,95,22,67.65
4.94,4.0,50,16,49.58
0.48,4.94,74,23,50.97
4.27,6.22,53,17,54.77
7.65,5.29,87,16,86.52
5.12,10.0,68,17,70.69
5.83,7.27,70,20,67.13
3.44,7.4,96,22,65.99
4.94,5.36,74,21,62.68
1.56,5.95,56,24,40.93
4.59,6.24,50,18,47.41
4.31,8.72,58,15,68.89
3.58,4.87,77,22,51.68
5.63,6.49,75,21,64.64
1.92,7.66,51,16,49.53
2.63,4.0,64,21,46.36
3.19,4.51,86,21,54.21
0.94,4.89,88,15,46.37
3.45,6.72,51,19,58.71
0.0,6.32,71,21,46.64
5.09,8.4,71,23,69.12
3.09,4.0,89,22,52.06
1.96,6.38,50,19,50.09
1.33,8.76,89,17,61.45
2.53,4.64,59,24,44.43
4.38,6.83,95,16,76.84
4.1,8.13,71,21,73.54
1.59,9.11,100,19,70.09
1.31,5.12,98,18,58.43
4.31,7.56,77,18,71.52
1.56,7.06,90,23,60.32
3.12,5.44,70,24,56.51
3.25,5.15,81,19,46.11
3.62,5.1,56,18,44.66
4.72,10.0,63,21,66.42
0.47,8.77,50,15,36.39
0.0,7.1,81,18,51.41
1.87,5.73,76,17,41.28
6.6,7.84,53,22,74.76
7.04,5.17,80,18,77.61
6.66,7.49,89,19,84.96
2.61,8.25,52,16,46.54
0.0,6.76,52,17,39.09
0.0,6.1,61,18,44.11
1.77,6.23,55,19,49.07
2.6,8.45,94,17,67.85
5.6,6.93,91,15,75.17
4.74,9.48,74,22,65.06
3.45,4.26,57,23,52.04
1.22,5.1,63,16,45.76
1.08,7.13,86,15,48.63
3.51,7.68,94,19,69.77
4.39,6.9,51,15,60.11
3.78,9.1,90,23,74.36
0.93,5.58,63,21,43.66
4.3,7.02,81,24,58.56
3.85,8.63,92,21,69.18
0.86,9.67,59,18,54.88
1.43,6.69,68,18,50.62
4.38,10.0,96,23,77.83
2.53,7.14,72,17,60.96
6.18,9.55,84,16,84.1
4.0,6.48,76,23,62.23
2.03,6.77,67,19,52.08
2.98,8.76,62,22,58.53
3.13,8.23,80,16,64.51
1.54,6.97,66,23,47.17
1.17,5.44,59,16,41.48
4.4,10.0,57,23,56.77
4.69,6.59,89,16,74.82
4.21,7.11,69,22,56.26
6.03,4.11,76,16,65.13
1.92,6.16,66,16,51.94
6.35,8.33,66,23,72.31
1.2,6.78,100,22,67.68
0.97,10.0,54,24,52.13
0.0,7.44,64,21,41.79
2.11,6.11,76,15,53.62
1.99,9.57,81,24,71.21
4.05,10.0,84,21,79.55
3.49,9.02,79,22,58.82
0.61,7.2,74,15,45.89
2.21,6.72,54,23,44.38
2.26,4.54,87,23,53.29
0.0,7.53,57,19,39.72
1.04,7.59,60,17,47.55
1.46,5.29,100,16,54.83
5.87,7.12,54,15,66.64
3.38,8.68,87,20,72.34
4.32,6.58,59,15,51.46
0.0,7.49,98,18,65.28
5.39,4.0,64,16,60.72
5.6,9.73,59,19,74.45
0.0,6.0,93,24,49.54
1.59,6.56,66,17,47.21
3.99,7.39,76,18,57.79
4.29,6.71,83,15,60.74
1.64,8.44,94,16,66.16
2.39,6.45,68,24,42.64
1.81,6.13,72,18,51.55
3.22,8.4,56,16,52.95
5.39,4.0,97,21,77.29
1.46,5.09,64,15,35.86
5.0,7.36,89,16,73.05
1.44,8.26,83,21,51.4
1.3,8.27,90,22,56.02
4.64,4.0,93,17,69.23
4.84,6.27,99,20,77.5
4.7,8.29,54,15,59.25
0.37,5.46,59,24,36.61
2.07,6.65,67,22,45.44
4.65,7.68,67,16,64.61
3.08,7.1,73,18,52.44
0.85,7.73,76,18,46.62
3.92,6.74,68,19,60.15
1.57,7.85,67,20,37.46
6.59,7.89,90,18,92.93
6.09,8.28,50,17,68.08
4.21,8.2,81,18,78.33
5.72,8.48,61,18,78.13
3.13,6.28,79,16,66.94
4.53,6.36,55,24,64.03
5.96,7.3,57,16,71.87
3.49,9.94,66,20,67.31
2.49,7.34,98,19,69.67
0.0,9.52,71,23,45.69
2.83,9.22,92,17,70.64
4.65,9.23,70,19,71.59
4.89,9.12,53,17,57.67
4.01,5.58,73,20,62.11
1.92,5.38,66,18,45.52
0.0,5.71,81,17,37.63
2.01,8.68,77,17,60.74
2.39,6.59,83,23,59.56
2.37,6.1,61,18,51.99
4.24,6.37,55,15,51.95
6.97,7.72,71,20,78.99
3.25,5.96,89,17,58.06
2.57,6.25,62,16,49.55
2.48,6.54,93,17,66.14
3.25,8.38,97,19,76.35
1.34,4.51,97,15,55.42
3.24,7.01,88,19,67.12
3.9,6.46,58,16,63.57
3.42,7.91,53,16,58.15
3.92,6.83,87,19,67.35
3.87,5.62,72,18,51.85
0.0,10.0,58,18,39.86
4.27,9.32,82,15,73.89
1.66,7.37,98,21,58.26
0.81,7.89,79,21,58.42
0.79,5.88,89,17,56.76
3.87,7.31,63,16,52.1
2.55,10.0,53,18,52.02
0.0,8.86,50,21,41.18
3.96,5.42,97,17,74.76
0.12,7.61,56,15,43.51
3.28,7.12,94,16,73.41
3.48,7.78,65,23,62.19
4.77,9.67,96,21,83.95
6.56,5.64,71,21,90.34
0.27,6.7,75,24,45.0
2.9,5.31,72,23,57.15
2.45,7.32,85,23,55.23
3.87,7.16,71,18,55.11
3.43,10.0,53,19,59.36
2.29,5.72,71,23,54.23
2.12,8.36,80,22,60.61
0.77,4.0,62,22,40.09
4.98,9.9,57,17,61.63
3.92,7.04,85,19,57.73
4.84,7.21,52,20,71.7
2.38,6.67,86,24,63.66
1.69,7.71,99,24,58.57
0.84,6.11,79,17,59.01
3.72,7.22,96,24,71.96
0.92,9.02,95,23,58.46
6.7,6.41,91,19,93.02
0.38,6.55,63,22,40.36
3.55,6.58,70,15,54.36
6.13,8.44,91,21,89.92
4.2,6.77,51,21,51.45
3.35,6.33,50,19,47.08
1.06,7.27,52,19,36.95
0.24,8.59,74,24,48.23
4.54,5.04,77,23,60.37
6.01,8.12,77,22,76.31
2.12,7.53,64,21,51.06
0.72,7.6,98,23,58.37
0.0,7.03,89,17,52.41
1.04,7.05,86,21,53.85
2.77,8.06,54,19,56.28
6.2,4.68,96,22,71.28
4.35,5.79,78,24,66.86
3.61,4.47,62,16,49.87
2.2,9.72,85,21,68.36
1.83,8.89,82,16,60.62
5.81,4.0,57,24,67.96
3.4,7.54,67,24,66.37
0.0,6.67,50,22,25.85
1.65,7.89,93,21,60.14
1.28,7.5,98,19,61.63
1.91,6.79,99,22,67.93
4.13,6.91,83,22,67.74
2.79,8.53,64,20,59.72
2.85,6.11,87,21,60.25
5.63,6.42,95,20,81.62
1.61,7.97,61,20,45.57
6.73,8.28,81,16,73.18
1.66,7.44,97,24,61.49
3.18,6.28,54,23,49.65
2.44,4.49,74,19,46.83
3.25,4.55,72,20,62.75
3.89,6.69,95,17,63.18
3.87,7.25,70,22,65.96
1.49,6.47,50,23,46.59
0.75,5.42,70,16,36.79
8.01,5.19,55,22,68.86
2.03,7.24,76,20,52.66
4.4,9.04,95,17,78.98
0.0,5.88,63,23,38.58
2.44,6.96,62,19,48.68
2.75,5.93,79,16,54.47
3.95,7.9,86,20,68.92
0.0,6.81,71,18,31.74
3.33,8.48,100,16,73.8
0.7,7.18,55,15,38.99
3.65,7.18,75,24,60.65
0.93,5.72,72,23,46.9
1.29,5.75,73,23,45.92
2.45,7.69,67,19,59.08
0.9,7.34,71,20,42.18
2.05,10.0,56,20,49.17
0.61,5.35,91,24,46.41
0.0,8.49,91,24,52.15
5.04,7.2,79,17,65.2
0.41,5.54,99,17,50.14
2.64,4.0,86,23,51.35
4.51,6.05,78,22,63.65
1.77,6.24,65,16,42.73
1.35,6.23,78,16,44.36
3.45,8.35,65,22,63.3
5.24,6.31,52,15,51.95
0.66,7.41,59,23,33.87
2.7,4.91,95,23,58.42
0.0,7.58,85,22,39.92
2.21,5.05,90,16,58.5
3.07,8.01,94,18,73.45
1.29,8.45,57,18,48.08
2.09,4.75,87,19,55.42
0.18,9.88,78,18,50.72
3.15,6.32,56,17,51.1
5.11,7.54,56,21,67.15
0.81,8.15,100,20,61.37
1.75,5.99,86,22,52.74
4.01,5.95,98,24,70.06
5.42,6.36,74,18,64.07
0.01,7.69,83,24,52.73
2.66,7.88,86,23,65.51
3.57,9.09,99,15,65.43
2.8,8.86,99,18,72.33
0.0,8.85,68,21,38.63
4.0,8.31,81,15,68.95
6.04,8.2,74,20,87.8
3.23,6.39,52,21,46.2
0.94,6.17,75,18,44.01
1.97,4.69,97,24,50.08
6.54,9.1,100,19,92.02
4.82,7.07,94,16,77.1
4.28,7.5,85,19,63.83
3.71,4.0,84,22,55.19
1.68,6.01,78,18,54.71
2.6,8.46,79,21,63.16
2.84,7.5,70,19,57.41
4.1,6.01,72,15,58.09
6.02,6.82,94,24,77.96
5.24,9.97,60,16,67.98
0.16,6.65,91,16,45.64
3.45,7.18,52,18,52.09
4.47,6.99,87,21,68.69
4.24,7.31,62,18,60.77
1.74,8.81,77,18,47.94
8.83,10.0,84,24,100.0
0.45,9.21,66,24,47.28
0.83,7.35,64,20,50.72
3.47,8.79,58,23,66.89
7.23,4.76,96,23,85.84
1.33,6.97,100,21,63.85
2.47,5.95,80,21,58.41
5.15,6.15,53,23,62.75
2.96,8.44,93,22,79.17
2.33,9.05,76,17,65.59
4.13,5.0,86,21,69.46
3.55,6.74,64,22,58.94
5.06,6.02,68,18,62.44
5.58,8.0,93,23,82.2
3.61,8.67,78,22,70.56
3.58,10.0,97,15,70.5
3.43,8.8,52,18,52.32
3.98,8.72,56,18,56.41
3.11,5.5,80,24,59.32
3.0,5.99,73,21,55.99
5.39,7.08,97,23,84.21
6.03,10.0,92,23,90.03
0.0,7.11,65,23,35.91
3.02,9.15,79,21,61.38
1.62,6.37,100,19,60.0
2.38,6.96,54,21,43.65
3.81,6.97,71,16,63.94
4.34,6.26,65,17,63.54
2.78,8.03,64,19,54.96
0.0,5.06,100,24,50.53
1.07,4.26,86,16,43.87
4.79,6.61,72,23,78.35
0.0,7.83,76,22,52.16
5.37,5.86,60,15,67.02
4.04,10.0,60,18,66.15
5.63,7.0,68,23,70.19
2.6,7.12,95,19,62.79
0.0,5.5,60,21,30.49
3.86,7.94,96,18,63.83
5.55,8.54,89,21,84.16
4.85,7.3,85,20,73.23
1.67,7.47,77,19,55.14
3.17,7.36,73,21,64.18
1.93,5.65,85,23,56.8
1.36,9.16,60,15,48.4
4.91,6.53,68,19,67.94
0.6,9.59,97,22,63.68
1.21,5.19,73,18,40.52
0.79,8.36,76,15,56.77
0.02,7.28,100,18,54.98
3.29,7.14,63,23,58.63
5.32,6.11,74,22,77.07
2.63,8.01,67,23,52.2
0.0,7.8,68,23,39.21
4.68,9.68,69,20,66.1
6.37,8.0,54,20,73.63
1.71,6.39,71,16,56.44
2.04,6.35,75,18,47.72
4.03,7.49,97,15,77.07
6.24,9.23,69,21,75.72
1.96,7.58,70,24,56.76
0.34,8.53,91,22,55.12
4.26,7.44,96,24,69.53
4.6,4.18,79,24,62.96
3.01,7.68,99,18,64.95
1.88,6.71,68,16,47.3
4.99,8.84,50,23,55.27
4.06,9.48,86,21,86.15
1.46,9.71,51,20,53.61
3.1,6.74,78,22,62.66
0.3,6.29,66,19,36.57
4.37,6.52,51,23,61.46
2.48,6.82,53,19,41.32
2.13,7.25,86,15,56.07
2.93,5.62,54,15,39.13
3.08,7.03,54,24,52.52
4.79,4.0,98,21,75.38
4.18,10.0,82,23,69.22
2.69,6.65,88,22,61.2
4.53,6.36,55,24,70.52
3.8,7.82,90,19,74.12
2.15,8.26,63,17,52.34
2.75,4.0,82,20,47.27
2.7,5.97,79,20,63.54
4.01,9.13,78,15,78.08
2.27,8.31,56,19,55.43
2.22,5.24,50,15,35.17
6.94,8.78,85,23,79.59
4.88,8.14,91,23,83.23
1.48,5.79,66,16,52.28
4.14,6.99,67,17,60.44
3.24,4.45,73,24,55.47
3.78,8.22,78,21,53.59
3.27,9.31,67,15,68.47
5.38,6.49,90,23,75.58
3.69,6.99,50,21,51.12
2.88,7.63,57,20,54.37
5.08,6.66,60,19,62.99
3.47,4.0,77,18,50.58
3.24,8.62,85,24,70.94
3.63,8.81,58,24,56.03
2.81,8.03,82,18,59.94
3.02,9.1,81,19,70.41
1.83,6.8,69,16,57.33
1.5,7.66,60,19,41.23
1.0,5.95,58,21,43.65
0.22,5.69,88,18,43.09
1.24,5.05,76,20,52.72
2.65,7.52,58,18,65.64
3.21,7.13,76,16,58.16
2.46,8.65,58,16,54.38
0.0,4.39,81,20,42.99
6.15,7.4,50,24,63.7
5.17,9.59,93,17,87.73
3.89,7.18,95,20,70.32
6.81,8.35,86,19,91.31
1.05,10.0,66,23,42.5
6.78,9.05,64,15,81.53
1.07,4.86,78,15,44.17
3.48,6.53,68,19,54.12
0.45,7.54,91,21,47.2
3.03,6.9,89,15,68.65
3.77,8.97,79,21,67.45
2.69,6.97,76,17,66.3
4.43,6.89,60,18,60.95
3.2,8.63,78,22,66.82
1.96,4.89,86,23,54.37
1.87,7.73,60,17,44.22
4.62,6.05,91,20,71.06
1.69,8.16,92,23,62.57
4.83,6.45,64,23,59.55
5.45,7.77,70,16,70.58
0.0,6.18,56,21,46.36
5.27,4.03,65,15,55.92
7.12,7.54,97,21,94.16
3.5,5.05,51,15,47.44
4.2,9.25,67,23,70.23
5.07,7.85,89,23,72.68
2.45,8.09,50,17,53.12
3.36,6.58,93,15,74.4
0.37,6.97,87,24,54.03
3.28,4.0,68,16,53.25
4.0,7.59,81,23,74.37
4.03,5.29,63,19,51.32
5.13,7.47,96,18,73.86
1.45,5.36,77,23,45.93
1.93,7.92,77,18,57.56
6.79,7.27,55,16,61.54
2.7,5.03,55,20,42.24
3.4,9.03,67,18,65.01
2.87,6.71,91,21,68.02
1.36,5.68,75,24,45.81
6.25,8.55,79,19,84.78
1.94,6.17,98,24,57.38
0.75,6.75,51,18,27.81
2.1,9.3,72,18,52.98
0.0,7.6,64,21,42.65
1.7,7.93,100,16,59.28
1.06,6.83,89,22,57.31
4.23,6.01,79,20,62.48
1.65,6.5,90,20,62.97
4.78,4.0,64,20,58.64
5.8,8.01,83,20,82.9
4.56,7.89,73,17,63.52
2.57,4.77,76,22,60.82
3.28,7.57,80,24,67.47
0.0,4.0,59,21,28.3
2.73,10.0,51,17,49.34
1.28,6.14,79,23,53.51
4.39,6.23,98,24,75.55
8.15,8.12,87,22,79.81
4.0,7.7,78,17,65.06
0.0,4.7,67,20,31.98
2.28,7.07,66,22,54.6
3.24,7.64,75,24,61.09
3.17,5.75,68,23,52.49
1.54,8.18,73,23,53.58
3.49,5.09,72,20,56.93
0.51,7.9,58,18,43.34
1.11,4.76,63,22,41.57
4.29,6.36,95,20,70.8
0.97,4.56,68,23,41.93
4.08,8.2,52,24,60.27
0.26,8.88,62,20,44.01
6.53,9.56,64,22,80.57
1.45,6.38,54,19,40.88
2.55,5.84,57,21,44.57
3.66,8.52,67,16,65.93
1.87,7.09,88,22,62.14
3.29,6.04,93,16,60.35
4.15,6.02,76,15,65.37
4.92,7.04,74,17,65.2
4.58,8.83,81,22,69.54
2.66,5.42,61,18,43.32
2.71,8.98,55,15,51.26
7.7,6.73,50,16,74.37
4.9,8.82,62,24,68.6
1.16,6.69,53,20,36.36
3.2,8.26,60,20,55.37
2.33,5.75,85,21,51.07
2.73,7.64,93,19,69.25
0.54,7.98,62,16,32.61
2.18,4.21,92,16,53.87
6.62,9.45,74,18,81.36
4.16,4.82,93,15,67.33
0.0,8.63,83,24,50.33
5.43,6.26,53,24,63.3
5.18,8.15,87,16,76.46
2.28,7.64,82,24,61.0
4.43,6.48,65,15,66.65
1.28,5.67,58,22,42.36
2.06,6.63,87,18,57.91
6.0,6.28,77,24,72.09
2.46,7.55,96,18,61.13
0.0,7.13,91,16,54.94
2.87,5.81,55,17,47.53
2.84,5.16,71,15,57.73
5.4,6.38,82,22,78.11
3.03,6.88,74,22,61.83
2.16,5.87,92,18,63.24
5.09,7.57,68,18,67.16
3.24,6.67,77,18,59.6
1.5,8.47,53,22,37.04
5.31,7.56,82,15,71.39
3.39,7.89,89,16,65.06
3.01,6.14,86,15,69.04
3.36,8.92,50,18,54.43
0.86,7.38,76,24,51.75
1.94,8.98,57,19,49.83
3.01,8.31,77,23,63.27
2.61,6.69,73,23,54.64
5.54,6.09,56,20,55.96
3.43,7.15,74,16,57.6
4.71,6.57,82,21,75.15
3.02,5.94,97,15,59.45
5.11,5.41,79,21,63.5
3.8,9.89,92,16,79.3
3.03,4.97,71,15,50.22
2.97,4.11,70,21,51.72
1.09,7.58,100,23,61.01
4.01,5.92,56,18,58.42
2.92,6.55,66,15,61.93
2.0,4.94,93,16,44.45
5.21,7.61,62,16,75.07
0.5,7.42,64,15,37.82
2.16,8.43,54,16,60.75
5.06,7.83,68,16,63.77
3.63,6.57,91,17,67.61
2.9,4.58,86,23,61.41
3.5,5.8,61,18,51.56
3.36,5.73,67,20,59.7
0.0,5.35,96,19,46.08
2.3,8.94,96,24,65.68
6.23,9.09,69,21,75.85
1.68,6.23,80,24,53.15
2.36,8.21,81,17,61.9
1.92,7.39,95,18,60.83
2.83,6.12,53,21,47.4
1.83,7.14,100,23,66.51
3.97,4.06,83,16,65.16
3.39,4.64,79,17,49.73
4.55,7.63,99,22,75.94
0.9,8.41,92,16,56.93
2.32,8.36,56,15,56.95
2.55,5.42,66,20,45.21
3.91,8.32,99,22,81.18
1.41,7.99,95,17,67.41
4.83,7.69,55,16,64.41
5.37,6.79,66,15,65.05
1.02,6.21,51,21,30.27
2.02,8.1,94,21,61.5
1.94,8.2,85,18,52.38
8.26,6.69,63,20,80.46
2.14,7.64,60,24,44.79
6.36,7.7,69,21,77.82
0.47,6.85,94,21,55.89
1.02,5.96,72,15,49.59
1.63,7.11,94,21,57.14
1.31,8.3,57,24,41.5
2.46,5.7,91,24,62.47
1.58,8.74,61,15,40.84
1.36,5.9,79,15,46.3
5.32,9.73,83,17,72.28
5.45,8.2,65,19,73.54
4.9,6.34,53,23,58.53
4.05,4.97,59,23,54.67
3.19,6.18,91,16,64.76
2.01,6.54,75,21,52.0
1.09,6.5,70,16,45.81
3.73,5.99,76,21,57.3
0.65,7.05,91,19,54.45
1.01,6.86,77,22,51.06
5.31,5.82,83,15,64.13
6.8,8.59,100,17,93.7
3.79,8.68,83,23,75.31
5.21,7.02,80,16,72.59
2.51,8.42,79,22,62.86
0.32,7.96,85,19,42.95
4.22,6.1,73,15,68.33
4.14,7.65,84,17,61.56
3.14,5.68,95,24,64.6
2.52,5.59,80,17,60.14
4.92,7.91,94,16,78.05
1.03,7.77,82,19,44.61
1.45,7.68,70,23,40.35
0.98,7.21,50,24,44.5
3.17,4.43,71,22,56.94
0.82,4.75,93,15,57.28
1.63,7.56,91,23,55.08
1.59,8.1,62,23,51.71
2.48,5.93,75,16,48.39
0.03,9.54,72,21,45.9
3.17,6.04,98,16,63.67
5.49,8.78,66,24,66.83
3.27,4.51,61,15,50.14
6.08,5.75,80,18,71.58
5.67,7.52,89,22,83.96
4.56,6.53,99,24,74.52
3.15,8.24,76,15,67.54
3.05,7.39,100,21,71.49
4.53,9.16,100,15,77.42
2.22,6.25,70,17,48.05
0.0,5.36,96,21,47.75
3.98,6.66,79,20,68.38
0.74,6.39,78,15,49.48
1.08,5.99,94,24,58.23
3.0,5.7,95,22,60.45
2.81,4.85,93,20,65.64
0.18,8.94,50,18,40.3
3.33,4.77,74,20,53.1
4.93,6.87,62,21,64.74
0.74,7.19,74,15,48.86
5.54,7.54,70,15,73.59
0.0,6.93,51,20,43.77
7.23,4.84,72,24,80.06
2.18,5.81,97,21,62.07
3.29,6.92,81,16,66.39
0.0,6.99,96,23,57.56
2.88,5.2,100,22,72.01
3.46,7.94,97,21,69.73
2.83,5.65,92,19,67.85
1.87,9.51,74,18,61.86
1.11,4.11,64,15,29.83
5.26,7.8,84,16,71.71
3.06,7.21,97,18,74.4
6.08,6.73,87,19,76.8
1.95,7.93,77,24,54.21
2.13,5.91,70,16,44.33
4.63,6.52,72,22,66.57
0.0,5.36,97,15,53.46
0.57,9.0,56,18,44.54
5.19,6.19,53,15,65.95
0.66,6.13,81,22,44.05
0.0,8.96,62,24,46.95
6.74,4.44,85,15,78.57
0.21,9.48,66,18,44.61
3.37,6.84,88,16,71.32
3.14,8.52,50,23,50.5
0.0,7.78,93,24,49.43
2.47,4.07,62,16,45.18
3.9,8.0,89,21,72.67
3.71,5.39,66,17,55.85
4.81,6.63,90,22,75.13
2.23,9.55,96,21,66.08
4.43,6.16,56,19,67.95
1.62,8.68,66,23,46.14
0.18,5.55,51,23,27.39
0.4,9.21,88,16,45.17
0.08,6.82,76,20,43.19
5.02,7.66,100,19,74.73
0.0,6.86,95,24,44.69
3.55,7.04,51,18,63.29
2.47,4.97,99,24,66.01
2.79,6.23,67,15,61.99
5.73,5.91,56,19,68.02
2.12,5.04,78,19,59.9
4.22,7.12,94,19,70.53
3.08,9.1,98,15,78.39
2.7,5.66,83,22,66.07
7.6,9.51,57,17,79.24
0.12,6.79,83,24,51.18
5.58,6.32,66,24,63.91
4.31,6.6,68,19,58.68
2.04,10.0,100,20,71.67
6.26,7.56,79,18,85.72
0.0,7.56,62,22,41.5
1.96,7.92,99,21,61.02
0.58,5.02,68,22,33.21
3.82,8.65,76,22,59.74
0.77,5.76,52,17,42.49
3.87,5.57,100,24,70.43
2.63,6.3,81,23,51.9
2.04,6.64,50,23,44.48
3.78,7.0,84,23,68.84
2.46,6.54,77,15,54.07
0.82,6.17,62,20,41.91
8.6,6.02,54,19,76.12
2.03,7.05,90,16,62.02
0.0,4.35,84,22,43.85
1.32,7.04,52,19,38.04
0.47,8.91,99,23,61.07
4.65,7.46,60,20,57.02
3.64,8.11,65,17,58.47
3.8,9.07,52,21,53.44
2.26,7.94,60,15,43.99
2.44,6.13,75,16,47.62
2.26,6.25,70,24,43.91
2.84,7.17,61,24,58.38
4.67,5.15,65,17,60.85
3.67,10.0,85,24,74.98
4.0,7.01,64,21,50.92
4.0,9.25,66,24,69.72
4.77,6.75,70,17,70.04
3.58,7.11,77,17,64.29
3.72,6.93,89,24,69.89
5.38,8.91,58,24,67.18
1.67,10.0,71,23,52.89
1.29,4.81,65,15,39.45
0.63,6.63,61,24,37.01
3.37,7.64,59,19,60.06
0.0,4.38,64,18,29.82
3.92,6.06,55,24,56.39
